index1,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality rating
1583,1583,6.2,0.46,0.29,2.1,0.074,32,98,3.33,0.62,9.8,5,2
1584,1584,6.7,0.32,0.44,2.4,0.061,24,34,3.29,0.8,11.6,7,3
1585,1585,7.2,0.39,0.44,2.6,0.066,22,48,3.3,0.84,11.5,6,2
1586,1586,7.5,0.31,0.41,2.4,0.065,34,60,3.34,0.85,11.4,6,2
1587,1587,5.8,0.61,0.11,1.8,0.066,18,28,3.55,0.66,10.9,6,2
1588,1588,7.2,0.66,0.33,2.5,0.068,34,102,3.27,0.78,12.8,6,2
1589,1589,6.6,0.725,0.2,7.8,0.073,29,79,3.29,0.54,9.2,5,2
1590,1590,6.3,0.55,0.15,1.8,0.077,26,35,3.32,0.82,11.6,6,2
1591,1591,5.4,0.74,0.09,1.7,0.089,16,26,3.67,0.56,11.6,6,2
1592,1592,6.3,0.51,0.13,2.3,0.076,29,40,3.42,0.75,11,6,2
1593,1593,6.8,0.62,0.08,1.9,0.068,28,38,3.42,0.82,9.5,6,2
1594,1594,6.2,0.6,0.08,2,0.09,32,44,3.45,0.58,10.5,5,2
1595,1595,5.9,0.55,0.1,2.2,0.062,39,51,3.52,0.76,11.2,6,2
1596,1596,6.3,0.51,0.13,2.3,0.076,29,40,3.42,0.75,11,6,2
1597,1597,5.9,0.645,0.12,2,0.075,32,44,3.57,0.71,10.2,5,2
1598,1598,6,0.31,0.47,3.6,0.067,18,42,3.39,0.66,11,6,2
